resource_id,resource_type,subject,topic,learning_goal,vark_visual,vark_auditory,vark_reading,vark_kinesthetic,difficulty_level,effectiveness_rating,url,,description,duration_minutes,,has_visuals,has_audio,has_text,is_interactive,,,,user_ratings_average,completion_rate,,time_spent_average,,,,,,vark_dominant_style
EDU_000264,virtual_lab,Computer Science,Operating Systems,Connect concepts to everyday experiences,60,95,4,0,Intermediate,4.5,https://www.labxchange.org/,,Computer Science - Operating Systems: Connect concepts to everyday experiences,72,,False,False,False,True,,,,4.55,0.68,,64.3,,,,,,vark_auditory
EDU_000265,interactive_simulation,Computer Science,Artificial Intelligence,Understand fundamental concepts and principles,72,33,51,18,Beginner,4.7,https://www.freecodecamp.org/,,Computer Science - Artificial Intelligence: Understand fundamental concepts and principles,62,,False,False,False,True,,,,4.92,0.81,,69.4,,,,,,vark_visual
EDU_000266,interactive_simulation,Computer Science,Computer Networks,Prepare for standardized tests and assessments,19,23,48,67,Expert,3.7,https://www.freecodecamp.org/,,Computer Science - Computer Networks: Prepare for standardized tests and assessments,83,,False,False,False,True,,,,3.51,0.73,,66.5,,,,,,vark_kinesthetic
EDU_000267,documentary,Computer Science,Operating Systems,Develop practical skills and competencies,81,31,34,55,Expert,3.8,https://www.bbc.co.uk/programmes/b006mgxf,,Computer Science - Operating Systems: Develop practical skills and competencies,48,,False,False,False,False,,,,4.83,0.9,,43.2,,,,,,vark_visual
EDU_000268,research_paper,Computer Science,Data Structures,Synthesize information from multiple sources,54,73,11,59,Advanced,3.1,https://www.ams.org/journals/,,Computer Science - Data Structures: Synthesize information from multiple sources,59,,False,False,True,False,,,,4.09,0.81,,62.7,,,,,,vark_auditory
EDU_000269,infographic,Computer Science,Software Engineering,Foster creative thinking and innovation,23,92,24,55,Intermediate,3.8,https://www.khanacademy.org/math,,Computer Science - Software Engineering: Foster creative thinking and innovation,60,,True,False,False,False,,,,3.95,0.64,,56.9,,,,,,vark_auditory
EDU_000270,animation,Computer Science,Database Systems,Foster creative thinking and innovation,44,10,7,95,Advanced,4.1,https://www.geogebra.org/classic,,Computer Science - Database Systems: Foster creative thinking and innovation,66,,True,False,False,False,,,,4.5,0.77,,74.8,,,,,,vark_kinesthetic
EDU_000271,audio,Computer Science,Computer Networks,Develop research and inquiry skills,53,28,33,60,Advanced,3.4,https://www.ted.com/talks,,Computer Science - Computer Networks: Develop research and inquiry skills,29,,False,True,False,False,,,,3.76,0.94,,27.7,,,,,,vark_kinesthetic
EDU_000272,text,Computer Science,Algorithms,Analyze and evaluate information critically,91,21,11,8,Expert,4.3,https://brilliant.org/computer-science/,,Computer Science - Algorithms: Analyze and evaluate information critically,89,,False,False,True,False,,,,4.53,0.66,,105,,,,,,vark_visual
EDU_000273,animation,Computer Science,Cybersecurity,Develop practical skills and competencies,36,94,24,54,Advanced,3.1,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,,Computer Science - Cybersecurity: Develop practical skills and competencies,80,,True,False,False,False,,,,3.64,0.75,,64.7,,,,,,vark_auditory
EDU_000274,infographic,Computer Science,Software Engineering,Connect concepts to everyday experiences,38,33,71,29,Expert,4.5,https://www.khanacademy.org/math,,Computer Science - Software Engineering: Connect concepts to everyday experiences,28,,True,False,False,False,,,,4.41,0.89,,29.4,,,,,,vark_reading
EDU_000275,research_paper,Computer Science,Cybersecurity,Understand fundamental concepts and principles,34,42,62,9,Advanced,3.9,https://en.wikipedia.org/wiki/Portal:Mathematics,,Computer Science - Cybersecurity: Understand fundamental concepts and principles,87,,False,False,True,False,,,,4.17,0.77,,75.1,,,,,,vark_reading
EDU_000276,tutorial,Computer Science,Cybersecurity,Prepare for standardized tests and assessments,0,52,51,86,Intermediate,4.5,https://brilliant.org/computer-science/,,Computer Science - Cybersecurity: Prepare for standardized tests and assessments,27,,False,False,False,False,,,,3.94,0.85,,27.9,,,,,,vark_kinesthetic
EDU_000277,lecture,Computer Science,Cloud Computing,Develop practical skills and competencies,64,19,0,53,Intermediate,4.2,https://www.codecademy.com/,,Computer Science - Cloud Computing: Develop practical skills and competencies,28,,False,True,False,False,,,,4.51,0.81,,28.3,,,,,,vark_visual
EDU_000278,worksheet,Computer Science,Computer Networks,Develop practical skills and competencies,51,4,39,60,Intermediate,3.2,https://www.superteacherworksheets.com/math.html,,Computer Science - Computer Networks: Develop practical skills and competencies,39,,False,False,True,False,,,,3.67,0.94,,44.4,,,,,,vark_kinesthetic
EDU_000279,tutorial,Computer Science,Operating Systems,Synthesize information from multiple sources,85,54,56,45,Intermediate,4.8,https://scratch.mit.edu/,,Computer Science - Operating Systems: Synthesize information from multiple sources,17,,False,False,False,False,,,,4.57,0.72,,14.7,,,,,,vark_visual
EDU_000280,tutorial,Computer Science,Programming,Connect concepts to everyday experiences,95,19,21,19,Beginner,4.3,https://www.codecademy.com/,,Computer Science - Programming: Connect concepts to everyday experiences,13,,False,False,False,False,,,,3.65,0.76,,14.1,,,,,,vark_visual
EDU_000281,quiz,Computer Science,Artificial Intelligence,Apply knowledge to solve real-world problems,60,35,18,70,Beginner,3.8,https://www.ixl.com/math/,,Computer Science - Artificial Intelligence: Apply knowledge to solve real-world problems,39,,False,False,False,False,,,,3.76,0.92,,40.9,,,,,,vark_kinesthetic
EDU_000282,animation,Computer Science,Operating Systems,Prepare for standardized tests and assessments,58,43,84,16,Expert,4.4,https://www.geogebra.org/classic,,Computer Science - Operating Systems: Prepare for standardized tests and assessments,87,,True,False,False,False,,,,3.97,0.8,,81,,,,,,vark_reading
EDU_000283,podcast,Computer Science,Software Engineering,Foster creative thinking and innovation,9,76,31,9,Advanced,3.6,https://www.bbc.co.uk/programmes/b006qykl,,Computer Science - Software Engineering: Foster creative thinking and innovation,45,,False,True,False,False,,,,4.26,0.76,,41.9,,,,,,vark_auditory
EDU_000284,interactive_simulation,Computer Science,Operating Systems,Develop practical skills and competencies,26,33,67,49,Beginner,3,https://scratch.mit.edu/,,Computer Science - Operating Systems: Develop practical skills and competencies,80,,False,False,False,True,,,,4.95,0.86,,79.8,,,,,,vark_reading
EDU_000285,animation,Computer Science,Cybersecurity,Develop research and inquiry skills,3,5,85,22,Intermediate,3.1,https://www.desmos.com/calculator,,Computer Science - Cybersecurity: Develop research and inquiry skills,34,,True,False,False,False,,,,4.1,0.62,,38.1,,,,,,vark_reading
EDU_000286,infographic,Computer Science,Machine Learning,Prepare for standardized tests and assessments,44,46,26,67,Expert,4.7,https://www.khanacademy.org/math,,Computer Science - Machine Learning: Prepare for standardized tests and assessments,72,,True,False,False,False,,,,3.51,0.69,,86,,,,,,vark_kinesthetic
EDU_000287,assessment,Computer Science,Operating Systems,Prepare for standardized tests and assessments,32,41,92,44,Expert,3.4,https://www.mathsisfun.com/definitions/,,Computer Science - Operating Systems: Prepare for standardized tests and assessments,30,,False,False,False,False,,,,5,0.6,,34.8,,,,,,vark_reading
EDU_000288,text,Computer Science,Web Development,Apply knowledge to solve real-world problems,48,68,49,39,Beginner,4.2,https://www.codecademy.com/,,Computer Science - Web Development: Apply knowledge to solve real-world problems,84,,False,False,True,False,,,,4.73,0.69,,87.6,,,,,,vark_auditory
EDU_000289,quiz,Computer Science,Mobile Development,Synthesize information from multiple sources,67,0,10,19,Beginner,4.2,https://www.prodigy.com/,,Computer Science - Mobile Development: Synthesize information from multiple sources,42,,False,False,False,False,,,,4.05,0.61,,42.9,,,,,,vark_visual
EDU_000290,tutorial,Computer Science,Cybersecurity,Apply knowledge to solve real-world problems,3,45,41,99,Advanced,3.6,https://www.khanacademy.org/computing,,Computer Science - Cybersecurity: Apply knowledge to solve real-world problems,29,,False,False,False,False,,,,4.13,0.65,,34.2,,,,,,vark_kinesthetic
EDU_000291,text,Computer Science,Web Development,Build foundation for advanced study,56,87,59,57,Advanced,4.8,https://scratch.mit.edu/,,Computer Science - Web Development: Build foundation for advanced study,25,,False,False,True,False,,,,4.14,0.65,,29,,,,,,vark_auditory
EDU_000292,video,Computer Science,Data Science,Develop research and inquiry skills,30,97,23,37,Beginner,4.3,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,,Computer Science - Data Science: Develop research and inquiry skills,44,,True,True,False,False,,,,3.85,0.8,,42.9,,,,,,vark_auditory
EDU_000293,webinar,Computer Science,Cybersecurity,Understand fundamental concepts and principles,27,49,79,36,Advanced,4,https://www.edx.org/learn/math,,Computer Science - Cybersecurity: Understand fundamental concepts and principles,80,,False,True,False,False,,,,4.53,0.63,,73.6,,,,,,vark_reading
EDU_000294,lecture,Computer Science,Cloud Computing,Synthesize information from multiple sources,9,53,99,56,Beginner,3.6,https://scratch.mit.edu/,,Computer Science - Cloud Computing: Synthesize information from multiple sources,40,,False,True,False,False,,,,4.87,0.83,,42.6,,,,,,vark_reading
EDU_000295,quiz,Computer Science,Cybersecurity,Develop research and inquiry skills,38,83,53,18,Beginner,4.4,https://www.sporcle.com/games/category/science,,Computer Science - Cybersecurity: Develop research and inquiry skills,22,,False,False,False,False,,,,4.07,0.81,,21.7,,,,,,vark_auditory
EDU_000296,assessment,Computer Science,Web Development,Prepare for standardized tests and assessments,48,50,55,78,Expert,3.1,https://www.ixl.com/math/,,Computer Science - Web Development: Prepare for standardized tests and assessments,31,,False,False,False,False,,,,4.99,0.7,,24.9,,,,,,vark_kinesthetic
EDU_000297,infographic,Computer Science,Software Engineering,Analyze and evaluate information critically,96,16,15,15,Expert,4.2,https://www.informationisbeautiful.net/,,Computer Science - Software Engineering: Analyze and evaluate information critically,86,,True,False,False,False,,,,4.74,0.94,,81.8,,,,,,vark_visual
EDU_000298,animation,Computer Science,Machine Learning,Develop research and inquiry skills,5,36,28,64,Expert,4.5,https://www.geogebra.org/classic,,Computer Science - Machine Learning: Develop research and inquiry skills,75,,True,False,False,False,,,,4.64,0.79,,85.1,,,,,,vark_kinesthetic
EDU_000299,virtual_lab,Computer Science,Artificial Intelligence,Apply knowledge to solve real-world problems,14,41,27,100,Advanced,4.1,https://www.labxchange.org/,,Computer Science - Artificial Intelligence: Apply knowledge to solve real-world problems,50,,False,False,False,True,,,,4.95,0.86,,43.7,,,,,,vark_kinesthetic
EDU_000300,audio,Computer Science,Machine Learning,Connect concepts to everyday experiences,3,37,2,80,Expert,3.1,https://www.ted.com/talks,,Computer Science - Machine Learning: Connect concepts to everyday experiences,36,,False,True,False,False,,,,4.85,0.93,,42.2,,,,,,vark_kinesthetic
EDU_000301,lecture,Computer Science,Data Structures,Analyze and evaluate information critically,83,57,21,34,Expert,5,https://brilliant.org/computer-science/,,Computer Science - Data Structures: Analyze and evaluate information critically,53,,False,True,False,False,,,,3.87,0.65,,54.3,,,,,,vark_visual
EDU_000302,educational_game,Computer Science,Data Science,Develop practical skills and competencies,28,78,10,44,Advanced,3.9,https://www.khanacademy.org/math/arithmetic/xa89c0ac1ab1b9de1:arithmetic-subject-mastery,,Computer Science - Data Science: Develop practical skills and competencies,69,,False,False,False,True,,,,3.61,0.65,,61.5,,,,,,vark_auditory
EDU_000303,tutorial,Computer Science,Algorithms,Build foundation for advanced study,88,27,7,3,Intermediate,4.8,https://www.codecademy.com/,,Computer Science - Algorithms: Build foundation for advanced study,19,,False,False,False,False,,,,3.62,0.71,,21.6,,,,,,vark_visual
EDU_000304,audio,Computer Science,Programming,Understand fundamental concepts and principles,31,93,14,45,Expert,4.6,https://www.coursera.org/learn/learning-how-to-learn,,Computer Science - Programming: Understand fundamental concepts and principles,11,,False,True,False,False,,,,3.51,0.82,,11.1,,,,,,vark_auditory
EDU_000305,presentation,Computer Science,Artificial Intelligence,Develop practical skills and competencies,53,11,88,56,Advanced,3.5,https://www.ted.com/talks/topics/math,,Computer Science - Artificial Intelligence: Develop practical skills and competencies,54,,True,False,False,False,,,,3.67,0.89,,59.5,,,,,,vark_reading
EDU_000306,lecture,Computer Science,Machine Learning,Develop practical skills and competencies,29,27,77,27,Expert,4.3,https://www.codecademy.com/,,Computer Science - Machine Learning: Develop practical skills and competencies,59,,False,True,False,False,,,,4.37,0.87,,58.7,,,,,,vark_reading
EDU_000307,assessment,Computer Science,Cloud Computing,Foster creative thinking and innovation,14,23,9,72,Expert,3.9,https://www.prodigy.com/,,Computer Science - Cloud Computing: Foster creative thinking and innovation,25,,False,False,False,False,,,,4.92,0.73,,28.9,,,,,,vark_kinesthetic
EDU_000308,podcast,Computer Science,Artificial Intelligence,Synthesize information from multiple sources,36,99,52,49,Beginner,3.1,https://www.bbc.co.uk/programmes/b006qykl,,Computer Science - Artificial Intelligence: Synthesize information from multiple sources,46,,False,True,False,False,,,,4.05,0.9,,50,,,,,,vark_auditory
EDU_000309,tutorial,Computer Science,Mobile Development,Foster creative thinking and innovation,46,40,22,88,Expert,3.1,https://scratch.mit.edu/,,Computer Science - Mobile Development: Foster creative thinking and innovation,40,,False,False,False,False,,,,4.1,0.66,,47.2,,,,,,vark_kinesthetic
EDU_000310,infographic,Computer Science,Operating Systems,Foster creative thinking and innovation,67,50,26,16,Expert,3.5,https://www.informationisbeautiful.net/,,Computer Science - Operating Systems: Foster creative thinking and innovation,38,,True,False,False,False,,,,4.27,0.78,,35.7,,,,,,vark_visual
EDU_000311,tutorial,Computer Science,Artificial Intelligence,Prepare for standardized tests and assessments,56,46,75,28,Intermediate,4.6,https://scratch.mit.edu/,,Computer Science - Artificial Intelligence: Prepare for standardized tests and assessments,57,,False,False,False,False,,,,4.36,0.71,,57.5,,,,,,vark_reading
EDU_000312,interactive_simulation,Computer Science,Cybersecurity,Understand fundamental concepts and principles,22,34,50,86,Beginner,4.9,https://scratch.mit.edu/,,Computer Science - Cybersecurity: Understand fundamental concepts and principles,73,,False,False,False,True,,,,4.19,0.8,,62.9,,,,,,vark_kinesthetic
EDU_000313,quiz,Computer Science,Computer Networks,Foster creative thinking and innovation,6,3,66,30,Advanced,5,https://www.khanacademy.org/math/arithmetic/xa89c0ac1ab1b9de1:arithmetic-subject-mastery,,Computer Science - Computer Networks: Foster creative thinking and innovation,16,,False,False,False,False,,,,3.52,0.94,,17.2,,,,,,vark_reading
EDU_000314,podcast,Computer Science,Software Engineering,Apply knowledge to solve real-world problems,29,6,23,63,Intermediate,4.1,https://www.npr.org/podcasts/510289/planet-money,,Computer Science - Software Engineering: Apply knowledge to solve real-world problems,30,,False,True,False,False,,,,4.33,0.77,,34.3,,,,,,vark_kinesthetic
EDU_000315,tutorial,Computer Science,Cybersecurity,Understand fundamental concepts and principles,44,94,47,8,Beginner,4.1,https://www.khanacademy.org/computing,,Computer Science - Cybersecurity: Understand fundamental concepts and principles,19,,False,False,False,False,,,,4.75,0.77,,22.8,,,,,,vark_auditory
EDU_000316,tutorial,History,Industrial Revolution,Apply knowledge to solve real-world problems,83,42,41,8,Intermediate,3.3,https://www.britannica.com/topic/history,,History - Industrial Revolution: Apply knowledge to solve real-world problems,53,,False,False,False,False,,,,3.66,0.76,,63.6,,,,,,vark_visual
